"","acctnum","gender","R","F","M","firstpur","age_class","single","student","mailing","respmail"
"3318",43387,"F",10,"1",288,10,"26-30","no","no",1,0
"3319",43403,"F",10,"5",51.2,36,"18-25","yes","no",1,0
"3329",43451,"F",12,"9",29.6666666666667,42,"46-50","yes","no",1,0
"3330",43452,"F",14,"1",142,14,"18-25","no","no",1,0
"3340",43537,"M",12,"8",27.375,32,"26-30","yes","yes",1,0
"3342",43554,"F",10,"2",49.5,18,"31-35","no","no",1,0
"3345",43573,"F",24,"12",27.25,52,"31-35","yes","yes",1,0
"3347",43616,"F",14,"2",92.5,18,"26-30","no","yes",1,1
"3349",43623,"F",2,"2",146.5,10,"18-25","no","no",1,0
"3352",43706,"F",4,"2",126,8,"18-25","yes","no",1,0
"3353",43715,"F",26,"7",34.5714285714286,48,"26-30","no","yes",1,0
"3354",43745,"F",30,"2",84,36,"18-25","no","yes",1,0
"3355",43748,"M",2,"2",23.5,4,"18-25","yes","no",1,0
"3357",43768,"F",8,"2",38,14,"18-25","yes","no",1,0
"3359",43779,"M",10,"4",82.5,22,"26-30","yes","yes",1,1
"3360",43783,"F",2,"3",114.666666666667,12,"26-30","yes","yes",1,0
"3362",43826,"M",14,"9",44.4444444444444,40,"36-40","no","yes",1,0
"3364",43846,"M",6,"3",112.333333333333,14,"26-30","no","no",1,0
"3365",43902,"F",24,"1",213,24,"18-25","no","no",1,0
"3370",43927,"F",22,"2",120,30,"18-25","no","yes",1,0
"3374",43983,"F",14,"4",55.75,32,"18-25","no","yes",1,0
"3375",44033,"F",2,"5",43.6,28,"18-25","yes","no",1,0
"3376",44039,"F",16,"6",62.5,44,"31-35","yes","no",1,0
"3378",44060,"F",16,"4",29.75,24,"26-30","no","yes",1,0
"3382",44178,"F",10,"1",67,10,"18-25","yes","no",1,0
"3384",44187,"M",26,"1",31,26,"26-30","no","no",1,0
"3385",44199,"M",4,"1",270,4,"18-25","no","no",1,0
"3389",44252,"M",2,"2",118,8,"18-25","no","yes",1,0
"3390",44256,"F",32,"5",66.6,60,"36-40","no","yes",1,0
"3391",44257,"F",12,"12",26,58,"18-25","yes","yes",1,1
"3392",44280,"M",34,"7",27.2857142857143,58,"26-30","no","yes",1,0
"3393",44286,"F",12,"8",15.25,42,"36-40","yes","yes",1,0
"3395",44293,"F",2,"1",270,2,"18-25","no","no",1,0
"3401",44334,"M",16,"2",103.5,20,"18-25","no","no",1,0
"3402",44385,"F",12,"11",36.2727272727273,38,"18-25","yes","yes",1,0
"3405",44416,"M",26,"6",60.1666666666667,50,"36-40","no","no",1,0
"3406",44417,"M",16,"2",148.5,20,"18-25","no","yes",1,1
"3407",44430,"M",8,"2",48.5,12,"18-25","yes","yes",1,0
"3408",44447,"F",14,"1",228,14,"18-25","no","no",1,0
"3411",44478,"M",14,"2",48.5,16,"31-35","no","no",1,0
"3413",44488,"F",20,"4",24.25,42,"31-35","no","no",1,0
"3415",44518,"F",8,"9",36.5555555555556,54,"26-30","yes","yes",1,0
"3416",44537,"F",28,"1",159,28,"18-25","no","yes",1,0
"3425",44623,"F",10,"4",67.5,30,"18-25","no","yes",1,1
"3427",44632,"F",2,"5",54.8,30,"36-40","yes","no",1,0
"3433",44685,"F",16,"9",37.5555555555556,44,"26-30","yes","yes",1,0
"3437",44722,"M",14,"3",25.3333333333333,22,"18-25","yes","yes",1,0
"3439",44738,"F",10,"2",23.5,16,"18-25","yes","no",1,0
"3440",44753,"F",32,"1",233,32,"18-25","no","yes",1,0
"3443",44782,"F",10,"8",31.125,32,"26-30","no","yes",1,0
"3444",44787,"F",32,"1",238,32,"26-30","no","no",1,0
"3446",44818,"F",8,"1",113,8,"18-25","no","yes",1,0
"3448",44827,"F",10,"2",130,12,"26-30","yes","no",1,0
"3453",44879,"F",8,"2",35.5,16,"26-30","yes","no",1,0
"3454",44885,"M",12,"5",50.4,34,"18-25","no","yes",1,1
"3455",44909,"F",12,"1",147,12,"26-30","no","no",1,0
"3457",44945,"F",8,"2",36,12,"18-25","yes","no",1,0
"3458",44951,"M",30,"2",156,32,"26-30","no","no",1,0
"3461",45023,"F",12,"1",291,12,"18-25","no","yes",1,0
"3463",45053,"F",10,"4",88,24,"18-25","no","yes",1,0
"3464",45094,"F",8,"9",32,36,"26-30","no","no",1,0
"3468",45134,"F",4,"11",25.7272727272727,32,"31-35","no","yes",1,1
"3469",45135,"M",20,"2",113,26,"26-30","no","no",1,0
"3470",45158,"M",12,"1",161,12,"18-25","no","no",1,0
"3471",45162,"M",14,"1",154,14,"18-25","no","yes",1,0
"3472",45168,"M",6,"1",269,6,"18-25","no","yes",1,0
"3474",45178,"M",4,"2",142,8,"26-30","no","no",1,0
"3479",45269,"F",2,"1",44,2,"18-25","no","yes",1,0
"3482",45280,"F",16,"4",27.25,28,"18-25","no","yes",1,0
"3483",45285,"F",10,"2",160.5,12,"18-25","yes","no",1,0
"3484",45296,"F",2,"1",142,2,"26-30","no","no",1,0
"3485",45297,"F",6,"2",57.5,12,"18-25","yes","no",1,0
"3489",45319,"F",10,"2",120,14,"18-25","yes","no",1,0
"3491",45359,"F",4,"1",126,4,"26-30","no","no",1,0
"3492",45363,"M",16,"4",82,34,"26-30","no","yes",1,1
"3494",45398,"M",2,"3",95.3333333333333,14,"18-25","no","yes",1,0
"3496",45417,"F",2,"2",90,4,"18-25","no","yes",1,0
"3499",45526,"F",12,"2",68.5,18,"18-25","no","yes",1,0
"3502",45537,"F",14,"2",163,22,"26-30","no","no",1,0
"3503",45556,"F",2,"1",113,2,"18-25","no","no",1,0
"3504",45587,"M",12,"2",59.5,18,"18-25","no","yes",1,0
"3505",45602,"F",34,"2",34,40,"18-25","no","no",1,0
"3506",45633,"F",10,"2",99.5,12,"26-30","no","no",1,0
"3507",45675,"F",10,"1",290,10,"26-30","no","no",1,0
"3508",45678,"F",26,"2",92,30,"18-25","yes","no",1,0
"3509",45694,"F",6,"2",162,14,"18-25","no","no",1,0
"3511",45755,"F",14,"2",147.5,18,"18-25","no","yes",1,0
"3514",45797,"F",24,"2",39,30,"18-25","yes","no",1,0
"3517",45806,"M",16,"8",42.625,32,"26-30","no","yes",1,0
"3526",45898,"F",6,"8",46.125,48,"41-45","no","no",1,0
"3527",45904,"M",10,"6",17.5,42,"26-30","yes","yes",1,0
"3528",45909,"F",16,"1",21,16,"18-25","no","no",1,0
"3529",45911,"M",4,"1",273,4,"26-30","no","no",1,0
"3530",45912,"F",34,"9",33.8888888888889,84,"18-25","yes","yes",1,1
"3535",45974,"F",2,"5",18.2,20,"26-30","yes","no",1,0
"3536",45995,"F",16,"10",34.3,68,"26-30","no","yes",1,0
"3537",46005,"F",26,"1",145,26,"18-25","no","no",1,0
"3538",46011,"F",12,"1",196,12,"18-25","no","no",1,0
"3540",46033,"F",16,"1",228,16,"18-25","no","no",1,0
"3541",46036,"F",2,"1",310,2,"18-25","no","no",1,0
"3547",46098,"F",4,"1",27,4,"26-30","no","no",1,0
"3548",46103,"F",30,"5",34.4,40,"31-35","no","yes",1,0
"3549",46108,"M",10,"7",38.8571428571429,40,"26-30","no","yes",1,0
"3552",46134,"F",4,"12",30.6666666666667,38,"36-40","no","yes",1,0
"3553",46135,"M",4,"11",37.4545454545455,68,"31-35","yes","yes",1,0
"3554",46148,"F",10,"6",38.8333333333333,40,"18-25","yes","yes",1,0
"3557",46179,"F",16,"1",268,16,"26-30","no","no",1,0
"3559",46201,"F",28,"1",247,28,"18-25","no","yes",1,0
"3560",46217,"F",16,"2",40.5,22,"18-25","yes","no",1,0
"3565",46308,"F",6,"2",133,8,"26-30","yes","no",1,0
"3566",46315,"M",30,"1",116,30,"18-25","no","no",1,0
"3567",46316,"F",4,"2",64,10,"26-30","no","yes",1,0
"3568",46325,"F",14,"2",160,16,"18-25","no","no",1,0
"3569",46330,"M",20,"7",48,40,"18-25","no","yes",1,0
"3573",46343,"F",2,"4",52.75,18,"31-35","yes","yes",1,0
"3574",46367,"F",2,"2",116,4,"18-25","no","yes",1,1
"3576",46373,"F",32,"2",56,38,"18-25","no","no",1,0
"3578",46390,"F",30,"2",23,36,"26-30","no","no",1,0
"3579",46410,"F",14,"2",15,16,"18-25","no","no",1,0
"3581",46434,"F",8,"2",35.5,14,"18-25","no","no",1,0
"3583",46454,"M",2,"8",17.375,38,"26-30","no","yes",1,1
"3586",46530,"F",36,"9",44.7777777777778,60,"26-30","no","yes",1,1
"3587",46532,"F",4,"2",65.5,10,"31-35","no","no",1,0
"3589",46542,"F",32,"4",46,52,"18-25","yes","yes",1,0
"3591",46551,"F",10,"2",127.5,12,"26-30","no","no",1,0
"3595",46602,"F",8,"1",297,8,"18-25","no","no",1,0
"3596",46616,"F",10,"2",129.5,18,"18-25","no","yes",1,0
"3597",46626,"F",14,"8",43.625,34,"26-30","no","yes",1,0
"3599",46648,"F",32,"1",106,32,"18-25","yes","no",1,0
"3600",46650,"F",4,"9",29.2222222222222,26,"26-30","yes","yes",1,0
"3601",46653,"M",10,"1",94,10,"18-25","no","yes",1,0
"3603",46675,"F",4,"6",17.3333333333333,38,"31-35","no","no",1,0
"3605",46709,"F",12,"5",15.8,36,"31-35","yes","yes",1,0
"3606",46714,"F",32,"2",15.5,40,"31-35","no","no",1,0
"3610",46743,"F",10,"2",147,12,"18-25","no","yes",1,1
"3611",46747,"M",2,"2",65,6,"18-25","no","yes",1,0
"3612",46753,"M",32,"2",26,36,"18-25","no","yes",1,0
"3613",46758,"F",4,"2",134,12,"26-30","no","no",1,0
"3617",46805,"F",12,"1",220,12,"18-25","no","no",1,0
"3623",46855,"F",14,"4",54.5,34,"31-35","no","yes",1,0
"3625",46866,"M",10,"3",44.3333333333333,26,"18-25","no","no",1,0
"3626",46874,"F",6,"2",100,8,"18-25","no","yes",1,0
"3628",46900,"F",30,"5",17.2,52,"31-35","no","yes",1,0
"3629",46905,"M",6,"12",33.75,68,"31-35","yes","yes",1,0
"3632",46918,"F",14,"12",34.3333333333333,66,"31-35","yes","yes",1,1
"3636",46981,"F",10,"1",130,10,"18-25","no","no",1,0
"3638",46985,"F",8,"2",76.5,16,"26-30","no","yes",1,0
"3639",46990,"F",32,"9",23.2222222222222,62,"31-35","yes","yes",1,0
"3641",47017,"F",10,"2",49,16,"18-25","no","yes",1,0
"3643",47027,"F",32,"5",26.4,56,"31-35","yes","yes",1,1
"3644",47030,"F",14,"6",39.1666666666667,34,"26-30","yes","no",1,0
"3649",47051,"F",14,"1",16,14,"18-25","no","no",1,0
"3650",47062,"M",16,"2",36.5,18,"26-30","no","no",1,0
"3652",47112,"M",12,"2",151,14,"26-30","yes","no",1,0
"3655",47145,"F",2,"1",161,2,"26-30","no","no",1,0
"3657",47162,"F",12,"2",64.5,20,"18-25","no","no",1,0
"3660",47179,"F",4,"2",50,6,"18-25","no","no",1,0
"3666",47293,"M",10,"1",305,10,"18-25","no","no",1,0
"3670",47313,"F",26,"1",56,26,"18-25","no","yes",1,0
"3671",47320,"M",14,"1",214,14,"26-30","no","no",1,0
"3673",47340,"F",26,"10",16.5,70,"41-45","yes","yes",1,0
"3675",47356,"M",12,"1",248,12,"18-25","no","no",1,0
"3676",47367,"F",8,"2",139.5,12,"18-25","no","yes",1,0
"3677",47384,"M",26,"2",146.5,32,"26-30","no","yes",1,0
"3679",47395,"M",4,"1",17,4,"18-25","no","no",1,0
"3683",47421,"M",20,"8",15.625,40,"26-30","yes","yes",1,0
"3684",47433,"F",14,"2",148.5,16,"18-25","no","yes",1,0
"3685",47444,"M",12,"4",30.25,26,"26-30","no","no",1,0
"3687",47468,"F",4,"2",56,10,"26-30","no","no",1,0
"3688",47475,"F",14,"5",69.2,30,"26-30","no","no",1,0
"3690",47495,"F",10,"1",177,10,"18-25","no","no",1,0
"3691",47504,"M",10,"1",61,10,"18-25","no","no",1,0
"3692",47505,"F",12,"4",37.25,28,"18-25","yes","yes",1,0
"3693",47508,"F",8,"9",46.8888888888889,26,"36-40","yes","yes",1,0
"3695",47517,"F",8,"8",37.625,50,"31-35","no","yes",1,0
"3696",47520,"F",10,"4",46,24,"18-25","no","yes",1,0
"3698",47524,"F",12,"12",17.8333333333333,50,"31-35","yes","yes",1,0
"3700",47532,"F",16,"8",30.75,54,"31-35","no","yes",1,0
"3701",47561,"F",2,"1",18,2,"18-25","no","yes",1,0
"3704",47599,"F",6,"1",224,6,"18-25","no","yes",1,0
"3705",47636,"M",14,"1",151,14,"18-25","no","no",1,0
"3706",47652,"F",10,"1",70,10,"18-25","no","no",1,0
"3708",47669,"M",2,"9",44.5555555555556,24,"26-30","yes","yes",1,1
"3709",47672,"F",16,"2",62.5,22,"26-30","no","yes",1,0
"3711",47678,"F",8,"2",36,12,"26-30","no","no",1,0
"3713",47685,"F",4,"2",53.5,6,"18-25","yes","no",1,0
"3714",47686,"F",36,"1",234,36,"26-30","no","no",1,0
"3715",47699,"F",2,"5",33.4,22,"31-35","yes","no",1,0
"3717",47724,"F",26,"9",40.8888888888889,68,"41-45","no","yes",1,0
"3720",47744,"F",20,"1",47,20,"18-25","no","no",1,0
"3722",47763,"F",20,"1",219,20,"18-25","no","yes",1,0
"3724",47775,"M",8,"4",33,28,"36-40","no","no",1,0
"3728",47804,"F",8,"2",114.5,10,"18-25","no","yes",1,0
"3730",47851,"M",10,"11",20.1818181818182,46,"41-45","yes","yes",1,0
"3732",47870,"M",2,"5",35.6,28,"26-30","yes","yes",1,0
"3736",47907,"M",12,"8",20.25,52,"36-40","yes","no",1,0
"3737",47910,"F",10,"1",250,10,"18-25","no","yes",1,0
"3746",48035,"F",8,"1",166,8,"18-25","yes","no",1,0
"3752",48078,"F",24,"2",139.5,28,"18-25","no","yes",1,0
"3754",48096,"F",14,"9",41.6666666666667,52,"18-25","yes","yes",1,1
"3755",48120,"M",4,"4",88.75,26,"31-35","no","yes",1,0
"3756",48130,"F",16,"1",219,16,"18-25","no","yes",1,0
"3757",48140,"F",6,"8",39,22,"41-45","no","yes",1,0
"3758",48144,"F",30,"1",43,30,"18-25","yes","no",1,0
"3763",48192,"F",4,"1",119,4,"26-30","no","no",1,0
"3765",48206,"M",16,"7",15.1428571428571,52,"41-45","no","yes",1,1
"3767",48220,"M",16,"1",177,16,"18-25","no","yes",1,0
"3768",48231,"M",10,"9",34,46,"26-30","no","yes",1,1
"3773",48260,"F",18,"1",311,18,"18-25","yes","no",1,0
"3774",48261,"F",10,"1",228,10,"26-30","no","no",1,0
"3778",48289,"F",8,"7",56.5714285714286,36,"26-30","yes","yes",1,0
"3781",48300,"M",2,"5",47.8,16,"26-30","no","yes",1,0
"3783",48314,"M",14,"1",103,14,"18-25","no","yes",1,0
"3790",48410,"F",4,"2",16.5,10,"18-25","no","yes",1,0
"3795",48454,"M",16,"6",30.3333333333333,40,"36-40","no","yes",1,0
"3797",48483,"M",12,"2",113,16,"26-30","no","yes",1,0
"3798",48486,"F",10,"8",32.75,28,"36-40","no","yes",1,0
"3801",48498,"M",12,"10",19.4,40,"31-35","yes","yes",1,0
"3802",48521,"F",14,"1",140,14,"26-30","no","no",1,0
"3803",48526,"M",34,"2",64,36,"26-30","no","no",1,0
"3804",48530,"M",2,"1",161,2,"18-25","no","no",1,0
"3805",48538,"F",14,"1",16,14,"26-30","no","no",1,0
"3807",48559,"F",14,"1",260,14,"18-25","no","no",1,0
"3808",48565,"F",16,"1",82,16,"26-30","no","no",1,0
"3809",48573,"F",10,"2",156,16,"26-30","yes","no",1,0
"3810",48587,"F",16,"7",22,36,"26-30","yes","yes",1,0
"3813",48609,"M",8,"1",233,8,"18-25","no","no",1,0
"3814",48631,"F",14,"3",46.6666666666667,22,"31-35","no","no",1,0
"3816",48660,"M",16,"9",15.6666666666667,34,"36-40","yes","yes",1,0
"3818",48670,"F",6,"4",31.5,30,"26-30","no","no",1,0
"3819",48674,"F",10,"10",35.7,48,"26-30","yes","yes",1,1
"3822",48699,"M",14,"2",95.5,20,"26-30","no","yes",1,0
"3826",48738,"F",8,"11",21.7272727272727,70,"36-40","no","yes",1,0
"3828",48759,"F",2,"4",80,14,"26-30","yes","no",1,0
"3830",48791,"F",24,"3",16.3333333333333,34,"26-30","no","yes",1,0
"3831",48795,"M",12,"2",129,16,"18-25","no","no",1,0
"3832",48798,"F",6,"1",211,6,"18-25","no","no",1,0
"3833",48800,"M",10,"2",159,18,"18-25","yes","no",1,0
"3835",48810,"F",14,"2",65,20,"18-25","yes","yes",1,1
"3836",48817,"M",14,"1",262,14,"18-25","no","no",1,0
"3841",48861,"F",12,"8",19.125,34,"31-35","no","yes",1,0
"3842",48871,"F",8,"7",25.2857142857143,28,"26-30","yes","yes",1,0
"3844",48884,"M",16,"3",44.6666666666667,28,"26-30","yes","no",1,0
"3845",48888,"F",12,"2",134.5,16,"26-30","no","no",1,0
"3851",48942,"F",4,"2",117,10,"26-30","no","no",1,0
"3855",48973,"F",34,"4",23,54,"26-30","yes","yes",1,0
"3856",48982,"F",10,"1",224,10,"18-25","no","yes",1,0
"3857",48983,"F",26,"9",36.8888888888889,52,"26-30","no","yes",1,0
"3858",48986,"M",28,"1",252,28,"26-30","no","no",1,0
"3860",48991,"M",10,"1",64,10,"26-30","no","no",1,0
"3862",49013,"F",2,"9",38.4444444444444,32,"26-30","yes","yes",1,0
"3863",49027,"F",14,"2",77.5,18,"18-25","no","no",1,0
"3867",49058,"M",28,"2",106,30,"18-25","no","no",1,0
"3870",49081,"F",32,"9",23.6666666666667,70,"31-35","yes","no",1,0
"3872",49102,"M",8,"4",32.75,20,"36-40","no","no",1,0
"3873",49119,"M",12,"1",213,12,"18-25","no","no",1,0
"3877",49141,"M",6,"2",139.5,8,"18-25","no","yes",1,0
"3878",49153,"F",20,"1",164,20,"18-25","no","no",1,0
"3882",49178,"M",4,"1",197,4,"18-25","no","no",1,0
"3883",49180,"F",12,"2",41,16,"18-25","no","no",1,0
"3885",49210,"F",10,"2",66.5,14,"31-35","no","no",1,0
"3886",49236,"F",10,"1",77,10,"26-30","no","no",1,0
"3887",49242,"F",8,"10",37.7,56,"36-40","yes","yes",1,0
"3888",49248,"F",10,"2",121.5,18,"18-25","no","yes",1,0
"3889",49250,"F",2,"1",70,2,"18-25","no","yes",1,0
"3890",49254,"M",16,"1",234,16,"18-25","yes","no",1,0
"3891",49270,"F",8,"1",225,8,"18-25","no","no",1,0
"3893",49302,"F",32,"4",55.25,56,"31-35","yes","no",1,0
"3895",49320,"F",4,"1",86,4,"26-30","no","no",1,0
"3899",49369,"F",10,"1",148,10,"18-25","no","no",1,0
"3903",49394,"F",6,"11",23.5454545454545,62,"41-45","yes","yes",1,0
"3904",49407,"F",6,"12",15.4166666666667,64,"31-35","yes","yes",1,0
"3907",49416,"F",12,"2",134,20,"26-30","no","no",1,0
"3910",49430,"F",4,"8",25.875,42,"26-30","yes","yes",1,1
"3911",49436,"F",8,"1",121,8,"18-25","no","yes",1,0
"3915",49477,"F",16,"2",162.5,24,"26-30","no","no",1,0
"3916",49481,"F",8,"2",114.5,12,"18-25","no","yes",1,0
"3917",49483,"F",10,"5",19.6,30,"26-30","no","yes",1,1
"3921",49510,"F",28,"3",98.6666666666667,38,"26-30","no","yes",1,0
"3925",49555,"F",26,"1",139,26,"18-25","no","no",1,0
"3930",49624,"F",26,"2",150,34,"18-25","no","yes",1,1
"3932",49664,"M",8,"2",45,12,"26-30","no","no",1,0
"3935",49702,"F",14,"11",26.0909090909091,76,"46-50","no","yes",1,0
"3936",49705,"F",16,"2",91,24,"18-25","no","no",1,0
"3938",49719,"M",22,"10",30.7,70,"31-35","yes","yes",1,0
"3941",49749,"F",12,"2",30,14,"18-25","no","yes",1,0
"3942",49750,"M",14,"1",232,14,"18-25","no","yes",1,0
"3943",49761,"F",10,"2",34.5,18,"26-30","no","yes",1,0
"3945",49764,"F",2,"7",34.4285714285714,18,"26-30","yes","yes",1,1
"3947",49795,"F",4,"10",30.8,36,"18-25","no","yes",1,0
"3952",49860,"M",10,"2",73,12,"26-30","no","yes",1,0
"3953",49864,"F",16,"2",66.5,20,"18-25","no","yes",1,0
"3955",49874,"F",14,"1",154,14,"26-30","no","no",1,0
"3957",49922,"F",24,"8",51,44,"36-40","no","no",1,0
"3958",49924,"F",8,"7",17.1428571428571,30,"31-35","yes","yes",1,0
"3960",49928,"F",4,"1",267,4,"18-25","no","yes",1,0
"3961",49933,"F",16,"2",102,22,"26-30","no","no",1,0
"3962",49938,"F",4,"11",37.2727272727273,32,"31-35","yes","yes",1,0
"3963",49949,"F",16,"1",196,16,"18-25","no","yes",1,0
"3964",49960,"F",16,"1",143,16,"18-25","no","yes",1,0
"3969",50037,"F",2,"2",156.5,10,"18-25","no","no",1,0
"3970",50049,"F",14,"1",123,14,"18-25","no","no",1,0
"3972",50078,"F",2,"1",168,2,"18-25","no","no",1,0
"3973",50082,"F",16,"12",33.5,86,"18-25","yes","yes",1,0
"3975",50124,"F",14,"12",36,70,"36-40","yes","yes",1,0
"3976",50126,"M",16,"2",143,18,"18-25","no","yes",1,0
"3977",50130,"F",12,"2",139,16,"26-30","no","no",1,0
"3982",50188,"F",14,"3",93.6666666666667,30,"18-25","no","no",1,0
"3986",50211,"M",10,"11",36.3636363636364,74,"31-35","no","yes",1,0
"3987",50212,"F",4,"2",163,12,"18-25","yes","yes",1,0
"3989",50245,"F",14,"1",85,14,"26-30","no","no",1,0
"3990",50262,"F",12,"1",194,12,"26-30","no","no",1,0
"3992",50283,"F",28,"2",56.5,34,"18-25","no","yes",1,0
"3994",50295,"M",36,"2",15.5,40,"18-25","no","yes",1,0
"3996",50320,"M",2,"9",15.2222222222222,50,"31-35","no","yes",1,0
"4000",50352,"F",8,"11",31.2727272727273,64,"36-40","no","yes",1,0
"4001",50373,"F",12,"4",22,24,"31-35","no","yes",1,1
"4004",50414,"M",20,"1",36,20,"18-25","no","no",1,0
"4006",50464,"M",14,"1",169,14,"18-25","no","yes",1,0
"4009",50496,"F",6,"6",47,34,"36-40","yes","no",1,0
"4010",50521,"F",16,"2",55,22,"26-30","no","no",1,0
"4011",50528,"M",28,"1",155,28,"26-30","no","no",1,0
"4012",50539,"F",6,"8",19.5,32,"26-30","yes","yes",1,0
"4013",50542,"F",14,"1",127,14,"18-25","no","no",1,0
"4014",50554,"M",6,"6",28,32,"31-35","no","yes",1,0
"4015",50568,"M",10,"5",60.6,24,"18-25","no","yes",1,0
"4018",50588,"F",18,"12",32.3333333333333,82,"31-35","yes","yes",1,1
"4021",50626,"M",16,"1",42,16,"18-25","no","no",1,0
"4022",50648,"M",26,"2",87.5,30,"26-30","no","no",1,0
"4023",50649,"F",14,"1",123,14,"18-25","no","no",1,0
"4025",50683,"M",34,"5",46.4,58,"18-25","yes","yes",1,0
"4027",50697,"F",12,"1",251,12,"18-25","no","yes",1,0
"4030",50747,"F",6,"3",105.333333333333,22,"26-30","no","no",1,0
"4031",50768,"F",4,"8",15.75,28,"31-35","no","yes",1,0
"4032",50781,"M",30,"8",25.75,54,"26-30","yes","yes",1,0
"4034",50789,"F",16,"6",23.8333333333333,50,"26-30","no","yes",1,0
"4038",50825,"F",8,"1",33,8,"18-25","no","yes",1,0
"4039",50840,"F",30,"3",96.3333333333333,38,"31-35","yes","no",1,0
"4041",50854,"F",16,"1",72,16,"18-25","no","no",1,0
"4043",50869,"F",34,"2",77,38,"26-30","no","yes",1,0
"4045",50904,"M",14,"1",88,14,"26-30","no","no",1,0
"4048",50940,"F",12,"2",41.5,20,"18-25","no","yes",1,0
"4050",50945,"M",26,"7",17.1428571428571,44,"31-35","no","yes",1,1
"4051",50946,"M",4,"2",123.5,8,"18-25","no","no",1,0
"4052",50948,"F",20,"7",44.4285714285714,56,"41-45","no","yes",1,1
"4053",50954,"F",12,"3",31.3333333333333,22,"26-30","no","yes",1,0
"4056",50967,"M",12,"10",41.6,48,"31-35","yes","yes",1,1
"4058",50999,"F",12,"1",261,12,"18-25","no","yes",1,0
"4059",51006,"F",26,"2",159,28,"31-35","no","no",1,0
"4063",51041,"F",2,"2",38.5,6,"26-30","no","no",1,0
"4065",51067,"F",14,"2",147,22,"18-25","yes","yes",1,1
"4067",51078,"F",8,"3",57.3333333333333,18,"18-25","yes","yes",1,0
"4070",51104,"F",10,"2",158,12,"26-30","no","no",1,0
"4072",51119,"F",8,"1",53,8,"18-25","no","no",1,0
"4073",51127,"M",2,"5",31,32,"31-35","yes","yes",1,0
"4078",51175,"F",18,"2",85.5,22,"18-25","no","no",1,0
"4080",51188,"M",18,"2",104.5,22,"18-25","no","yes",1,0
"4081",51197,"M",16,"10",38.5,68,"36-40","no","yes",1,0
"4085",51256,"F",10,"10",17.8,46,"31-35","no","yes",1,0
"4087",51313,"M",16,"11",23.8181818181818,48,"31-35","no","yes",1,1
"4098",51437,"F",10,"12",16,46,"26-30","yes","yes",1,0
"4100",51448,"M",14,"1",116,14,"18-25","no","no",1,0
"4104",51467,"M",6,"2",84,12,"18-25","no","yes",1,0
"4106",51487,"F",28,"2",28,32,"18-25","no","yes",1,0
"4107",51514,"F",8,"1",95,8,"18-25","no","no",1,0
"4109",51535,"F",2,"4",22,24,"18-25","no","yes",1,0
"4110",51541,"F",30,"7",25.4285714285714,52,"31-35","no","yes",1,0
"4114",51556,"F",6,"4",65.5,18,"31-35","yes","yes",1,0
"4115",51570,"F",6,"4",50.25,26,"26-30","no","yes",1,0
"4118",51585,"M",14,"6",43.6666666666667,34,"18-25","no","yes",1,0
"4119",51589,"M",16,"8",17.5,46,"31-35","no","yes",1,0
"4121",51610,"M",10,"1",37,10,"18-25","no","no",1,0
"4122",51620,"M",10,"5",43.4,26,"31-35","yes","no",1,0
"4124",51637,"F",4,"1",154,4,"18-25","no","no",1,0
"4125",51659,"F",26,"2",62.5,32,"18-25","no","no",1,0
"4126",51660,"F",34,"7",56.7142857142857,64,"26-30","yes","yes",1,0
"4130",51715,"F",10,"11",30.6363636363636,74,"41-45","yes","yes",1,0
"4134",51756,"F",14,"2",28,18,"18-25","no","yes",1,0
"4136",51774,"F",8,"11",35.0909090909091,48,"36-40","yes","yes",1,0
"4138",51788,"M",34,"11",24.8181818181818,62,"46-50","no","yes",1,0
"4140",51800,"F",12,"1",83,12,"26-30","no","no",1,0
"4144",51816,"F",16,"1",101,16,"18-25","no","no",1,0
"4147",51877,"M",12,"2",115.5,16,"18-25","yes","no",1,0
"4148",51901,"F",8,"10",26.7,36,"31-35","yes","yes",1,0
"4149",51904,"F",16,"7",35.5714285714286,36,"18-25","no","yes",1,0
"4152",51924,"M",18,"1",36,18,"18-25","no","yes",1,0
"4155",51978,"M",16,"2",93,20,"18-25","yes","yes",1,0
"4156",51979,"F",24,"1",224,24,"26-30","no","no",1,0
"4157",51983,"F",14,"1",50,14,"26-30","no","no",1,0
"4158",51984,"F",12,"1",114,12,"18-25","no","no",1,0
"4159",51995,"F",26,"2",57,30,"18-25","no","yes",1,0
"4160",52003,"F",4,"2",103.5,8,"31-35","no","no",1,0
"4164",52035,"F",2,"1",256,2,"18-25","no","no",1,0
"4165",52050,"F",28,"2",143,30,"26-30","no","no",1,0
"4167",52068,"F",8,"10",21.2,62,"31-35","yes","yes",1,0
"4168",52073,"M",4,"5",24.8,30,"18-25","yes","yes",1,0
"4170",52085,"F",16,"1",109,16,"18-25","no","no",1,0
"4172",52091,"F",16,"11",26.9090909090909,50,"36-40","no","yes",1,1
"4173",52097,"F",26,"3",99,36,"26-30","no","yes",1,1
"4176",52112,"F",14,"1",82,14,"18-25","no","yes",1,0
"4177",52122,"M",14,"2",41,18,"26-30","no","yes",1,0
"4178",52140,"F",8,"1",116,8,"26-30","no","no",1,0
"4180",52149,"F",34,"1",81,34,"26-30","no","no",1,0
"4182",52158,"F",14,"2",134.5,20,"18-25","no","yes",1,0
