acctnum,gender,R,F,M,firstpur,age_class,single,student,mailing,respmail
15583,1,14,2,42.5,20,0,0,0,1,0
15584,0,16,1,206,16,0,0,0,1,0
15594,1,12,4,52.75,32,0,0,1,1,0
15617,0,8,4,62.5,26,0,1,0,1,0
15634,0,16,8,37,56,1,0,1,1,0
15646,0,16,6,37.3333333333333,28,0,1,1,1,1
15647,0,10,5,62.6,36,3,0,1,1,0
15649,0,4,7,40.8571428571429,24,1,0,1,1,1
15661,1,12,2,74.5,18,0,0,1,1,0
15666,1,10,3,88,26,1,1,0,1,0
15678,1,14,2,157,16,0,1,0,1,0
15681,0,10,2,110,14,0,1,0,1,0
15685,1,14,9,31.5555555555556,36,2,1,1,1,0
15688,0,14,2,56.5,20,0,0,0,1,0
15693,0,14,7,24.2857142857143,52,2,1,1,1,0
15698,0,20,1,253,20,0,0,0,1,0
15700,0,16,4,19.5,36,1,0,0,1,0
15709,0,34,2,66,42,2,0,0,1,0
15710,0,10,3,71.3333333333333,18,2,0,0,1,0
15715,0,2,3,113.666666666667,12,1,0,0,1,0
15716,0,10,10,42.2,68,1,0,1,1,1
15733,0,12,11,33.3636363636364,70,5,1,1,1,0
15748,0,10,1,232,10,0,0,0,1,0
15751,0,18,8,33.5,34,3,0,1,1,0
15754,0,14,1,246,14,1,0,0,1,0
15773,0,16,7,38.4285714285714,44,1,0,1,1,1
15787,1,12,6,23,32,2,0,1,1,0
15800,0,6,2,92.5,12,0,0,1,1,0
15802,0,16,1,111,16,0,0,0,1,0
15823,0,2,1,183,2,0,0,1,1,0
15824,1,12,2,155,18,1,0,0,1,0
15828,0,14,1,203,14,0,1,0,1,0
15835,0,24,5,61.2,52,1,0,1,1,0
15840,1,6,2,94.5,12,0,1,0,1,0
15847,0,2,1,44,2,0,1,0,1,0
15848,0,16,11,38.9090909090909,68,4,1,1,1,0
15858,0,2,6,21.5,36,1,0,1,1,1
15865,0,16,2,33,18,1,0,0,1,0
15876,0,12,2,54,14,0,0,1,1,0
15896,0,10,1,309,10,0,0,1,1,0
15927,0,8,1,98,8,1,0,0,1,0
15944,0,6,5,58,22,3,0,0,1,0
15950,0,28,11,33.6363636363636,86,3,1,1,1,0
15951,1,6,2,67.5,12,0,0,0,1,0
15958,0,10,8,31.75,50,1,0,0,1,0
15966,1,14,10,36.8,54,3,1,1,1,0
15982,1,14,1,63,14,0,1,0,1,0
15986,0,16,3,62.3333333333333,22,0,0,1,1,0
16010,0,4,1,105,4,0,0,1,1,0
16013,0,14,1,143,14,0,0,0,1,0
16017,1,16,1,219,16,0,1,0,1,0
16028,0,12,2,164,16,0,1,0,1,0
16040,0,14,2,162.5,20,0,1,0,1,0
16048,0,10,1,34,10,0,1,0,1,0
16051,1,12,2,115,18,0,1,0,1,0
16065,0,14,2,73,22,2,0,0,1,0
16076,0,14,2,129,18,2,0,0,1,0
16101,0,4,5,58.4,28,1,0,1,1,1
16103,1,6,2,151.5,10,0,0,1,1,0
16108,0,12,2,151,18,1,0,1,1,0
16111,0,36,1,304,36,0,0,0,1,0
16112,1,4,2,107.5,8,0,0,0,1,0
16113,1,4,2,142,8,1,0,1,1,1
16115,0,10,11,39,32,3,1,1,1,1
16148,0,10,5,74.8,38,0,1,0,1,0
16149,0,12,2,68,14,2,0,0,1,0
16151,0,24,12,29.5833333333333,60,1,1,1,1,0
16180,0,34,2,140.5,36,0,0,1,1,0
16184,1,18,2,130.5,24,1,0,1,1,0
16193,0,4,1,209,4,1,0,0,1,0
16200,0,4,8,19.375,42,4,1,1,1,0
16212,0,26,12,29.6666666666667,54,1,0,1,1,0
16224,1,2,1,183,2,0,0,1,1,0
16240,1,8,3,82,20,0,0,1,1,0
16253,1,14,9,41.5555555555556,48,2,1,1,1,0
16256,1,16,3,16.3333333333333,22,1,0,0,1,0
16261,0,14,6,46.3333333333333,28,1,1,1,1,0
16271,0,6,2,28,10,1,0,0,1,0
16276,0,12,2,121.5,16,0,0,0,1,0
16277,0,6,2,34.5,12,0,1,0,1,0
16283,0,26,1,153,26,1,0,0,1,0
16286,0,2,1,98,2,1,0,0,1,0
16290,0,6,4,89.25,28,2,1,0,1,0
16294,0,8,6,19,38,1,0,1,1,1
16313,1,34,1,91,34,1,0,0,1,0
16314,0,2,2,107,10,0,1,0,1,0
16326,0,14,1,168,14,0,0,0,1,0
16342,1,8,1,199,8,0,1,0,1,0
16348,0,14,1,128,14,0,0,0,1,0
16353,0,2,7,54.2857142857143,24,1,1,1,1,0
16358,0,12,1,120,12,1,0,0,1,0
16381,1,4,1,98,4,0,0,1,1,0
16404,0,8,2,95.5,14,1,1,0,1,0
16421,0,36,2,83.5,38,0,0,0,1,0
16439,0,16,2,51,20,1,0,0,1,0
16460,0,12,12,37.25,80,3,1,1,1,1
16469,0,22,1,86,22,0,0,0,1,0
16475,0,2,2,61,10,1,0,1,1,1
16486,0,24,3,106.333333333333,36,0,0,0,1,0
16501,0,10,1,229,10,0,0,1,1,0
16506,0,10,2,109,16,1,0,1,1,1
16512,1,32,11,28.5454545454545,58,2,1,1,1,0
16519,0,8,8,29.75,26,1,0,1,1,1
16520,0,16,8,45.5,48,2,0,1,1,0
16527,0,24,2,86,26,0,0,1,1,0
16528,0,32,1,155,32,1,0,0,1,0
16531,1,4,2,88,12,0,0,1,1,0
16546,0,20,2,26.5,24,0,0,0,1,0
16549,0,16,1,148,16,0,0,0,1,0
16551,0,12,9,44,44,1,1,1,1,0
16557,1,6,11,33.7272727272727,40,4,1,1,1,1
16563,1,2,1,292,2,1,0,0,1,0
16566,0,14,2,121.5,16,0,0,0,1,0
16584,0,16,1,304,16,0,0,0,1,0
16590,0,2,1,245,2,1,0,0,1,0
16593,0,10,6,43.1666666666667,28,2,0,1,1,0
16607,1,16,2,119.5,22,1,0,0,1,0
16617,1,10,3,29.3333333333333,26,1,0,1,1,0
16626,0,8,1,152,8,1,0,0,1,0
16627,0,26,2,159.5,34,0,0,0,1,0
16644,1,36,1,87,36,0,0,1,1,0
16649,0,6,2,36.5,8,0,0,0,1,0
16651,0,4,3,111,20,0,0,0,1,0
16657,1,30,6,39,58,2,0,1,1,0
16675,0,14,2,36,18,0,0,0,1,0
16679,0,28,1,232,28,1,0,0,1,0
16680,1,14,10,21,60,4,1,1,1,1
16682,0,2,8,27.625,26,3,1,0,1,0
16703,0,10,5,74.8,30,2,0,1,1,1
16705,0,32,2,29,40,0,1,1,1,0
16722,0,16,3,20.3333333333333,30,1,0,0,1,0
16732,0,24,6,17.1666666666667,40,1,1,1,1,1
16734,0,18,7,40.5714285714286,38,1,0,1,1,0
16739,0,16,1,82,16,1,0,0,1,0
16745,0,32,1,75,32,1,0,0,1,0
16751,0,2,2,101,6,0,1,0,1,0
16752,0,12,2,126,18,1,0,0,1,0
16762,0,4,2,93.5,12,0,0,1,1,0
16767,0,10,3,60.3333333333333,24,1,1,1,1,1
16790,0,10,2,61.5,12,1,0,1,1,0
16794,0,12,1,192,12,0,0,1,1,0
16811,0,34,3,58.3333333333333,52,0,1,0,1,0
16816,0,22,1,140,22,0,0,1,1,0
16828,1,14,6,17.1666666666667,48,2,0,1,1,0
16836,1,2,2,126,4,0,0,1,1,0
16856,1,14,4,18.75,38,2,0,1,1,0
16871,0,14,12,29.5833333333333,68,1,1,1,1,0
16876,1,8,1,106,8,1,0,0,1,0
16877,0,10,5,52.8,26,1,1,0,1,0
16887,0,8,2,29.5,14,1,0,1,1,0
16890,0,12,1,219,12,0,0,1,1,0
16896,1,14,1,104,14,0,0,0,1,0
16903,0,4,12,16.0833333333333,52,3,1,1,1,0
16920,1,2,1,156,2,1,0,0,1,0
16924,0,22,1,27,22,0,0,1,1,0
16925,0,12,1,107,12,0,0,1,1,0
16934,0,10,2,37,14,1,0,0,1,0
16940,0,12,2,32.5,14,1,1,0,1,0
16952,1,6,2,24,10,0,0,1,1,0
16966,0,4,11,30.3636363636364,38,4,1,1,1,0
16972,1,10,2,164,12,2,0,0,1,0
16975,0,4,1,197,4,0,0,1,1,0
16991,1,12,2,61.5,20,0,0,0,1,0
17018,0,16,11,27.6363636363636,48,2,1,1,1,0
17034,0,14,1,257,14,0,0,1,1,0
17040,0,6,2,34,12,1,0,1,1,1
17057,0,2,2,118.5,4,0,0,1,1,0
17059,0,6,3,36.6666666666667,20,0,0,1,1,1
17069,0,10,1,173,10,0,0,0,1,0
17095,0,14,1,206,14,0,0,0,1,0
17104,0,14,1,283,14,0,0,1,1,0
17117,0,6,11,32.3636363636364,58,3,1,1,1,0
17118,0,10,6,35.8333333333333,26,3,0,1,1,0
17132,0,12,12,24,76,5,0,1,1,0
17150,0,12,1,301,12,0,0,1,1,0
17153,1,14,10,43.6,58,2,1,1,1,0
17156,0,10,11,30.5454545454545,34,2,1,1,1,0
17174,0,4,2,72.5,12,0,0,0,1,0
17177,0,12,1,249,12,0,0,1,1,0
17179,1,6,2,32,14,1,0,0,1,0
17189,0,4,1,145,4,0,1,0,1,0
17192,0,4,10,35.4,44,2,1,1,1,0
17201,0,36,1,248,36,0,1,0,1,0
17202,0,8,2,69.5,10,0,0,1,1,0
17214,0,8,2,163.5,16,1,0,0,1,0
17216,1,2,3,27,14,1,1,0,1,0
17224,0,16,2,79,24,1,0,0,1,0
17242,0,2,9,23.6666666666667,36,1,1,1,1,1
17245,0,12,8,30.375,28,1,1,1,1,0
17248,1,10,11,34.9090909090909,34,1,1,1,1,0
17249,0,16,1,235,16,1,0,0,1,0
17250,0,8,6,62.8333333333333,36,3,1,0,1,0
17257,0,34,12,39.5833333333333,96,4,0,1,1,1
17262,0,14,1,227,14,0,0,1,1,0
17265,0,8,10,43.1,60,4,1,1,1,0
17275,1,8,1,228,8,0,0,1,1,0
17276,0,26,11,40.8181818181818,64,3,1,1,1,1
17277,0,6,2,37.5,8,0,0,1,1,0
17280,1,8,1,65,8,0,0,1,1,0
17292,1,30,2,157.5,34,1,0,1,1,0
17297,1,12,7,34.2857142857143,26,2,0,1,1,1
17331,1,8,1,121,8,0,0,0,1,0
17340,0,26,2,24.5,28,0,0,0,1,0
17365,0,12,1,221,12,0,0,1,1,0
17366,0,8,2,57,12,0,0,1,1,0
17372,0,4,8,52.375,28,1,0,1,1,1
17376,1,10,2,15.5,18,0,1,0,1,0
17379,0,30,2,31,34,0,0,1,1,0
17383,0,14,2,151,18,1,0,0,1,0
17394,0,16,2,55,24,1,0,0,1,0
17397,1,12,1,263,12,0,0,1,1,0
17400,1,12,4,15.5,30,3,0,1,1,0
17410,0,8,1,16,8,0,1,0,1,0
17423,1,24,2,41.5,28,1,0,1,1,0
17426,1,16,12,31.1666666666667,70,2,1,1,1,0
17439,0,28,2,62,36,0,0,0,1,0
17445,1,32,9,34.3333333333333,68,4,0,1,1,0
17451,1,2,6,17.5,34,0,1,1,1,0
17452,1,4,1,152,4,0,1,0,1,0
17454,1,2,4,24.5,14,1,1,1,1,0
17466,0,16,2,33.5,22,0,0,1,1,0
17468,1,16,1,228,16,0,0,0,1,0
17474,0,4,11,30.1818181818182,36,1,0,1,1,0
17477,0,34,9,26.8888888888889,66,2,1,1,1,1
17489,0,12,1,42,12,0,0,1,1,0
17493,1,14,10,24.4,58,1,1,1,1,0
17494,0,4,4,85.5,12,1,0,0,1,0
17507,1,24,8,33.125,54,3,0,1,1,0
17516,0,14,7,45.1428571428571,30,0,1,1,1,1
17545,0,16,1,17,16,0,0,1,1,0
17552,1,12,11,34.9090909090909,34,1,0,1,1,1
17553,0,16,1,135,16,0,0,0,1,0
17566,0,2,2,106.5,8,1,0,0,1,0
17580,0,2,1,196,2,0,0,0,1,0
17587,0,2,12,20.0833333333333,66,3,1,1,1,0
17594,1,14,9,37.5555555555556,58,2,1,1,1,1
17596,1,16,11,22.9090909090909,48,3,0,1,1,1
17601,1,8,2,122,12,0,0,1,1,0
17602,0,10,4,57.75,26,0,1,1,1,0
17608,0,8,1,101,8,1,0,0,1,0
17614,0,4,1,151,4,0,0,0,1,0
17616,0,2,1,203,2,0,0,0,1,0
17625,0,10,1,155,10,0,0,0,1,0
17639,0,8,2,50.5,14,1,0,0,1,0
17642,0,6,1,195,6,1,0,0,1,0
17660,0,14,12,22.25,72,5,0,1,1,0
17662,1,2,2,152.5,10,1,0,1,1,0
17670,0,10,5,70.8,28,1,1,1,1,0
17715,0,6,9,25,58,0,1,1,1,1
17723,0,10,6,27.8333333333333,38,3,1,1,1,0
17759,0,20,2,162,24,0,0,1,1,0
17765,0,14,2,20.5,22,0,1,0,1,0
17776,0,2,12,33.3333333333333,62,2,1,1,1,0
17782,0,16,4,35.5,28,0,1,0,1,0
17783,0,10,2,106.5,18,0,0,0,1,0
17793,1,14,1,290,14,0,0,0,1,0
17814,0,6,1,181,6,0,1,0,1,0
17817,0,2,2,33,6,0,0,0,1,0
17824,1,34,2,69,36,1,0,0,1,0
17837,0,14,12,28,66,3,0,1,1,1
17842,1,16,12,37.3333333333333,64,2,1,1,1,0
17845,0,12,11,24.0909090909091,68,4,1,0,1,0
17859,0,2,8,43.875,44,2,1,1,1,0
17864,0,12,2,132,14,1,0,0,1,0
17903,1,10,2,162.5,16,0,0,1,1,0
17912,1,12,1,117,12,1,0,0,1,0
17924,0,16,1,198,16,1,0,0,1,0
17927,0,16,1,152,16,0,0,1,1,0
17945,1,4,1,183,4,0,1,0,1,0
17950,0,16,2,40.5,24,0,0,0,1,0
17964,0,4,7,30.8571428571429,24,3,0,1,1,0
17967,0,10,9,27.5555555555556,60,3,0,1,1,1
17977,0,8,11,40.3636363636364,58,0,1,1,1,0
17981,0,14,11,25.1818181818182,68,1,1,1,1,0
17990,0,14,2,86.5,22,0,0,1,1,0
17997,0,30,2,96.5,38,0,1,0,1,0
17999,0,12,2,86,16,0,0,1,1,0
18017,1,16,6,30.6666666666667,38,1,0,1,1,0
18021,0,34,10,30.1,88,4,1,1,1,0
18032,1,16,1,269,16,1,0,0,1,0
18043,1,18,2,54,24,0,0,0,1,0
18048,0,2,3,40,20,2,0,0,1,0
18049,0,14,1,46,14,0,0,1,1,0
18053,1,20,4,43.5,32,0,1,1,1,1
18054,0,16,1,95,16,0,0,1,1,0
18055,1,6,5,51.2,18,2,0,1,1,0
18064,0,8,7,19,42,1,1,1,1,0
18090,1,8,2,90,12,1,1,0,1,0
18100,0,12,1,314,12,1,0,0,1,0
18106,0,10,1,314,10,0,0,0,1,0
18120,1,4,9,43.3333333333333,50,2,1,0,1,0
18130,0,16,2,75,18,0,0,1,1,0
18143,0,12,7,32.1428571428571,38,1,0,1,1,0
18148,0,12,1,293,12,0,0,0,1,0
18153,0,22,1,272,22,0,1,0,1,0
18157,1,16,2,94.5,22,0,0,1,1,0
18184,1,12,9,44.7777777777778,58,2,1,1,1,1
18185,0,14,8,44.25,42,0,1,1,1,0
18192,1,24,2,127,26,0,0,1,1,0
18201,0,6,2,18.5,8,2,0,0,1,0
18202,0,16,8,44.625,50,3,0,0,1,0
18206,1,8,2,163,12,0,0,1,1,0
18208,0,6,2,86.5,10,2,0,0,1,0
18215,1,16,2,162,18,0,0,1,1,0
18222,1,6,2,125.5,12,0,0,1,1,0
18225,1,10,4,59.25,22,1,0,0,1,0
18227,0,10,2,31.5,18,0,0,1,1,0
18233,0,14,12,21.3333333333333,40,2,0,1,1,0
18236,1,8,7,35.4285714285714,40,0,1,1,1,1
18247,1,8,1,195,8,0,0,0,1,0
18261,1,16,12,23,66,7,1,1,1,0
18266,1,8,2,137,16,1,0,1,1,0
18278,0,4,2,54,6,0,1,0,1,0
18303,0,14,1,42,14,0,0,1,1,0
18318,0,2,8,33.75,40,1,0,1,1,0
18328,0,16,1,41,16,0,1,0,1,0
18336,1,26,10,44.1,56,2,1,1,1,0
18341,0,14,5,45.4,38,0,0,1,1,1
18347,1,24,10,25.5,60,5,1,1,1,0
18369,1,6,5,26,20,3,1,1,1,0
18376,0,30,4,32,46,0,1,1,1,1
18382,0,2,1,282,2,1,0,0,1,0
18396,0,2,7,41,42,1,1,1,1,0
18401,1,20,6,20.6666666666667,52,2,1,1,1,1
18410,0,8,4,40,26,1,0,1,1,0
18422,1,30,8,33.75,56,1,1,0,1,0
18445,1,16,1,107,16,1,0,0,1,0
18482,0,4,1,70,4,0,0,1,1,0
18483,1,16,2,30.5,20,0,0,0,1,0
18486,0,12,1,258,12,0,0,0,1,0
18494,0,10,1,206,10,0,0,0,1,0
18497,0,20,2,160,28,0,1,1,1,0
18498,0,14,1,122,14,0,0,1,1,0
18537,0,30,2,57.5,34,0,0,1,1,0
18548,0,12,1,33,12,1,0,0,1,0
18560,0,16,2,100,22,0,0,0,1,0
18564,1,16,9,33.1111111111111,46,1,1,1,1,1
18571,0,22,5,51.2,42,1,1,1,1,0
18585,0,6,1,15,6,0,0,0,1,0
18592,0,12,2,49.5,14,0,0,0,1,0
18621,0,22,11,21.5454545454545,58,2,1,1,1,0
18623,0,14,1,299,14,0,0,0,1,0
18640,0,4,10,38.3,50,4,1,1,1,0
18663,0,2,2,75,4,1,0,1,1,0
18670,0,8,2,128.5,16,0,1,0,1,0
18677,1,8,6,56.8333333333333,24,0,0,1,1,0
18683,0,10,6,24.8333333333333,26,2,0,1,1,0
18702,1,14,4,24.5,32,1,1,1,1,1
18710,1,26,11,23.1818181818182,50,1,1,1,1,1
18714,0,32,11,30.8181818181818,82,0,1,1,1,1
18716,0,10,2,115,14,0,0,1,1,0
18718,0,28,1,234,28,0,1,0,1,0
18724,0,6,2,47.5,14,0,0,1,1,1
18729,0,16,10,37.1,74,2,1,1,1,1
18750,0,16,3,41.3333333333333,30,0,0,0,1,0
18753,0,14,2,99.5,18,0,0,1,1,0
18759,1,8,1,152,8,1,0,0,1,0
18763,0,16,1,306,16,0,0,0,1,0
18768,0,16,7,51.4285714285714,40,0,1,1,1,0
18793,0,34,2,87,42,0,1,0,1,0
18812,0,6,5,40.2,26,1,0,1,1,1
18813,0,16,1,26,16,1,0,0,1,0
18814,0,16,11,28,52,2,0,1,1,0
18842,1,2,1,144,2,0,1,0,1,0
18856,0,16,9,47,52,3,0,1,1,0
18873,0,14,10,31.2,42,2,0,1,1,0
18880,1,10,2,36.5,14,1,0,0,1,0
18916,0,8,2,22,14,2,0,0,1,0
18955,1,10,2,17.5,12,1,1,0,1,0
18960,0,2,3,93,14,0,1,0,1,0
18964,0,16,1,72,16,0,0,0,1,0
18970,1,14,6,31.8333333333333,26,1,0,1,1,1
18973,0,10,4,58,22,0,1,1,1,0
18979,1,4,7,50.1428571428571,40,2,1,1,1,1
18988,0,32,1,118,32,0,0,0,1,0
18991,1,16,4,86.5,24,1,1,1,1,0
18994,0,16,11,17.2727272727273,58,2,0,0,1,0
19003,0,16,9,25.8888888888889,62,5,1,1,1,0
19011,0,36,7,39.5714285714286,72,1,0,1,1,1
19031,0,2,2,59,8,1,0,1,1,0
19034,1,16,2,133.5,20,0,0,0,1,0
19055,0,14,7,57.1428571428571,38,1,0,0,1,0
19061,0,10,1,301,10,1,0,0,1,0
19069,1,24,2,92.5,30,0,1,0,1,0
19080,1,10,4,45.5,20,3,0,1,1,0
19085,0,14,5,20,42,2,0,1,1,1
19097,1,12,1,76,12,0,0,1,1,0
19109,1,6,5,73.2,16,1,0,1,1,0
19152,0,4,1,153,4,1,0,0,1,0
19182,1,4,4,74,16,1,0,0,1,0
19221,1,10,1,19,10,0,0,1,1,0
19222,0,8,1,281,8,1,0,0,1,0
19227,0,12,1,309,12,0,0,1,1,0
19229,0,32,12,25.8333333333333,99,2,1,1,1,0
19250,1,28,8,28.375,74,2,1,1,1,1
19251,0,6,10,40,60,3,0,1,1,1
19257,1,10,2,46,14,0,0,1,1,0
19278,1,4,7,50.4285714285714,46,3,1,1,1,0
19279,0,26,11,32.1818181818182,62,5,1,1,1,1
19288,0,32,12,33.5833333333333,72,1,1,1,1,1
19296,0,6,4,68.75,28,1,0,0,1,0
19299,0,8,1,192,8,0,0,0,1,0
19305,0,14,6,56.8333333333333,46,1,1,0,1,0
19310,1,16,7,36.5714285714286,40,1,1,1,1,0
19318,0,4,1,46,4,0,0,0,1,0
19322,0,14,1,254,14,0,0,0,1,0
19345,1,2,1,150,2,1,0,0,1,0
19357,0,10,8,26.875,42,1,1,1,1,0
19371,0,16,7,39.7142857142857,50,2,1,1,1,0
19391,1,10,8,20.125,56,3,0,1,1,1
19395,0,26,2,77.5,32,0,0,1,1,0
19407,1,14,2,48.5,16,0,0,0,1,0
19419,0,16,7,50.4285714285714,36,0,0,1,1,0
19446,0,4,11,25.6363636363636,44,2,0,1,1,1
19448,1,14,1,205,14,1,0,0,1,0
19455,0,4,1,285,4,0,1,0,1,0
19458,0,16,7,19.2857142857143,34,3,0,1,1,1
19461,0,10,1,241,10,1,0,0,1,0
19474,0,6,9,42.8888888888889,48,2,0,1,1,0
19536,1,20,1,63,20,0,0,0,1,0
19563,1,8,2,54,10,0,1,0,1,0
19572,0,24,2,162,26,0,0,0,1,0
19574,0,12,1,295,12,0,0,1,1,0
19576,1,6,3,60,18,0,0,1,1,0
19579,0,12,2,129,16,1,0,1,1,0
19584,0,14,1,267,14,0,0,1,1,0
19592,0,8,1,219,8,0,1,0,1,0
19597,0,8,6,59.3333333333333,20,0,1,1,1,0
19604,0,10,2,35,16,1,0,0,1,0
19608,0,16,1,68,16,1,0,0,1,0
19648,0,14,12,18.6666666666667,62,3,1,1,1,0
19654,0,16,11,26.9090909090909,50,2,1,1,1,0
19662,0,22,8,40.625,44,2,0,1,1,1
19682,0,14,2,88.5,20,0,0,1,1,0
19693,1,4,4,83.25,14,2,0,0,1,0
19700,0,4,1,38,4,0,0,0,1,0
19702,0,16,1,285,16,0,0,1,1,0
19709,1,16,2,95,20,0,0,1,1,0
19719,0,4,2,164.5,12,0,1,0,1,0
19720,0,14,1,302,14,0,0,0,1,0
19732,0,28,7,56.5714285714286,50,1,0,1,1,1
19734,0,14,6,51.8333333333333,26,0,0,1,1,0
19741,0,6,1,155,6,0,0,1,1,0
19745,0,6,2,69,8,0,1,1,1,1
19750,0,10,2,123,14,0,0,0,1,0
19754,0,26,1,63,26,1,0,0,1,0
19780,1,16,11,15.3636363636364,70,2,1,1,1,0
19797,0,14,2,16,18,0,0,1,1,0
19802,0,10,9,23.7777777777778,46,2,1,1,1,1
19806,1,4,2,109,6,0,0,1,1,0
19817,0,24,2,42.5,32,0,0,1,1,0
19822,0,6,2,145.5,10,0,0,0,1,0
19838,0,6,2,101.5,10,0,0,0,1,0
19843,0,10,1,57,10,0,0,0,1,0
19861,0,14,1,226,14,0,0,1,1,0
19867,1,26,2,119,34,1,0,1,1,0
19869,0,10,7,47.4285714285714,38,1,0,1,1,0
19874,0,16,12,22.0833333333333,68,2,1,1,1,0
19875,0,10,1,41,10,0,0,0,1,0
19887,0,22,2,55.5,26,0,1,1,1,0
19900,0,30,8,46.25,58,1,1,1,1,0
19910,0,12,2,61,18,0,0,1,1,0
19917,0,16,2,105.5,24,0,0,1,1,0
19926,0,4,1,82,4,1,0,0,1,0
19957,1,6,5,67,28,0,0,1,1,0
19959,0,16,2,25,18,0,0,0,1,0
19971,0,16,1,310,16,0,0,1,1,0
19986,0,8,6,29.3333333333333,30,0,0,1,1,0
19999,0,26,2,75.5,32,0,0,1,1,0
20007,1,36,1,242,36,0,0,0,1,0
20013,0,16,8,30.5,42,4,0,1,1,0
20031,0,8,2,58.5,16,0,0,0,1,0
20033,0,10,5,45.4,22,0,0,0,1,0
20034,0,12,6,50.1666666666667,34,2,1,1,1,0
20038,1,4,12,33.8333333333333,68,3,1,1,1,1
20062,1,32,2,53,36,1,1,0,1,0
20076,0,14,8,29.75,36,2,1,1,1,0
20080,0,2,1,71,2,1,0,0,1,0
20085,0,14,2,78.5,18,2,0,0,1,0
20089,0,6,7,35.7142857142857,28,2,0,1,1,0
20092,0,12,11,19.2727272727273,54,2,0,1,1,0
20105,1,10,2,124,18,0,1,0,1,0
20140,0,4,2,104,6,0,1,1,1,0
20154,0,4,3,102.666666666667,10,1,0,0,1,0
20156,0,12,9,40.1111111111111,30,1,1,1,1,0
20179,1,16,2,116.5,24,1,0,0,1,0
20183,0,4,1,99,4,1,0,0,1,0
20190,0,8,8,17.25,38,3,0,1,1,0
20194,1,8,4,26.75,24,0,0,1,1,0
20204,1,4,1,26,4,0,0,1,1,0
20209,0,12,1,156,12,0,0,0,1,0
20211,0,2,2,47,8,0,1,1,1,1
20230,0,34,6,18.1666666666667,46,1,1,1,1,1
20249,0,18,7,40.2857142857143,56,1,0,1,1,0
20250,1,4,1,107,4,0,0,0,1,0
20269,0,16,1,82,16,1,0,0,1,0
20277,1,12,5,43.8,36,0,1,0,1,0
20279,1,12,1,213,12,0,0,0,1,0
20326,1,14,1,143,14,0,0,0,1,0
20338,1,4,1,276,4,1,0,0,1,0
20343,1,16,1,235,16,0,0,1,1,0
20348,0,8,1,87,8,0,0,1,1,0
20361,0,12,4,30.75,30,1,0,0,1,0
20362,1,16,6,18.3333333333333,46,2,0,1,1,1
20367,0,20,2,60,24,1,0,1,1,0
20369,0,14,2,52,18,0,0,1,1,0
20370,0,12,2,150,18,1,0,1,1,0
20386,0,10,1,195,10,0,0,0,1,0
20391,0,10,2,141,14,1,0,0,1,0
20395,1,8,9,23.1111111111111,56,1,0,1,1,1
20396,1,10,2,30.5,14,1,0,1,1,0
20406,0,16,2,46.5,24,0,0,1,1,0
20428,0,14,2,147.5,18,1,0,0,1,0
20437,0,16,2,31.5,20,0,0,1,1,0
20458,1,36,1,200,36,0,0,1,1,0
20462,1,10,2,73.5,12,2,0,0,1,0
20465,0,12,1,93,12,0,0,0,1,0
20468,0,16,10,42.2,42,3,0,1,1,0
20477,0,6,2,66.5,12,1,0,0,1,0
20505,0,14,1,99,14,0,0,0,1,0
20512,1,14,6,37,30,0,0,1,1,1
20513,1,12,1,58,12,0,0,0,1,0
20516,0,6,1,99,6,0,0,1,1,0
20540,1,16,9,48.1111111111111,70,2,0,1,1,1
20542,1,8,2,60.5,16,0,1,1,1,1
20547,0,2,2,137,4,1,0,1,1,0
20550,0,6,2,70,14,1,0,0,1,0
20551,1,14,3,70.3333333333333,28,1,0,0,1,0
20559,0,12,6,49.6666666666667,44,0,1,1,1,0
20600,0,14,2,36,18,1,0,0,1,0
20611,0,6,1,262,6,0,0,0,1,0
20620,0,14,8,27,46,1,1,1,1,0
20642,0,12,2,139.5,16,0,0,0,1,0
20655,1,8,2,137.5,10,0,0,1,1,0
20670,1,12,2,86.5,14,1,0,0,1,0
20671,0,14,2,129,22,2,0,0,1,0
20682,0,2,1,136,2,1,0,0,1,0
20709,0,18,2,80,26,0,0,1,1,0
20725,0,14,1,287,14,0,1,0,1,0
20744,0,8,1,72,8,0,0,0,1,0
20750,1,10,1,142,10,0,0,1,1,0
20755,1,30,2,56,38,0,0,0,1,0
20756,0,6,2,126,10,1,0,1,1,0
20761,0,16,2,152,22,0,0,0,1,0
20764,0,30,2,119.5,34,0,0,0,1,0
20798,0,34,11,41.4545454545455,84,3,1,1,1,1
20810,1,16,1,213,16,0,0,0,1,0
20825,0,34,2,73,40,1,0,0,1,0
20841,0,2,1,33,2,0,1,0,1,0
20848,0,10,1,173,10,0,0,0,1,0
20857,1,34,5,20,46,1,1,0,1,0
20876,1,12,1,89,12,0,0,0,1,0
20883,0,16,2,43,22,0,0,0,1,0
20888,0,6,2,17.5,12,1,0,0,1,0
20902,0,34,1,229,34,0,0,0,1,0
20907,1,2,1,124,2,0,0,0,1,0
20908,0,18,1,131,18,0,0,0,1,0
20922,1,2,2,76.5,6,0,1,0,1,0
20923,1,4,1,98,4,0,0,0,1,0
20934,0,2,2,101.5,4,1,0,1,1,0
20937,0,12,10,19.5,38,2,0,1,1,1
20944,1,14,1,17,14,0,0,0,1,0
20945,1,6,8,25.625,28,1,1,1,1,0
